gearid,type,subType,skill1,skill2,skill3,skill4
2052706,1,1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20210001:1_20210101:1_20210201:1_20210301:1_20210401:1_20220001:1_20220101:1_20220201:1_20220301:1_20220401:1_20230001:1_20230101:1_20230201:1_20230301:1_20230401:1_20240001:1_20240101:1_20240201:1_20240301:1_20240401:1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410002:1_20410102:1_20410202:1_20410302:1_20410402:1_20420002:1_20420102:1_20420202:1_20420302:1_20420402:1_20430002:1_20430102:1_20430202:1_20430302:1_20430402:1_20440002:1_20440102:1_20440202:1_20440302:1_20440402:1_20410003:1_20410103:1_20410203:1_20410303:1_20410403:1_20420003:1_20420103:1_20420203:1_20420303:1_20420403:1_20430003:1_20430103:1_20430203:1_20430303:1_20430403:1_20440003:1_20440103:1_20440203:1_20440303:1_20440403:1_20411001:1_20411101:1_20411201:1_20411301:1_20411401:1_20411501:1_20411601:1_20411701:1_20421001:1_20421101:1_20421201:1_20421301:1_20421401:1_20421501:1_20421601:1_20421701:1_20431001:1_20431101:1_20431201:1_20431301:1_20431401:1_20431501:1_20431601:1_20431701:1_20441001:1_20441101:1_20441201:1_20441301:1_20441401:1_20441501:1_20441601:1_20441701:1,20000000:1,20000000:1
3052706,1,1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20210001:1_20210101:1_20210201:1_20210301:1_20210401:1_20220001:1_20220101:1_20220201:1_20220301:1_20220401:1_20230001:1_20230101:1_20230201:1_20230301:1_20230401:1_20240001:1_20240101:1_20240201:1_20240301:1_20240401:1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410002:1_20410102:1_20410202:1_20410302:1_20410402:1_20420002:1_20420102:1_20420202:1_20420302:1_20420402:1_20430002:1_20430102:1_20430202:1_20430302:1_20430402:1_20440002:1_20440102:1_20440202:1_20440302:1_20440402:1_20410003:1_20410103:1_20410203:1_20410303:1_20410403:1_20420003:1_20420103:1_20420203:1_20420303:1_20420403:1_20430003:1_20430103:1_20430203:1_20430303:1_20430403:1_20440003:1_20440103:1_20440203:1_20440303:1_20440403:1_20411001:1_20411101:1_20411201:1_20411301:1_20411401:1_20411501:1_20411601:1_20411701:1_20421001:1_20421101:1_20421201:1_20421301:1_20421401:1_20421501:1_20421601:1_20421701:1_20431001:1_20431101:1_20431201:1_20431301:1_20431401:1_20431501:1_20431601:1_20431701:1_20441001:1_20441101:1_20441201:1_20441301:1_20441401:1_20441501:1_20441601:1_20441701:1,20000000:1,20000000:1
4052706,1,1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20210001:1_20210101:1_20210201:1_20210301:1_20210401:1_20220001:1_20220101:1_20220201:1_20220301:1_20220401:1_20230001:1_20230101:1_20230201:1_20230301:1_20230401:1_20240001:1_20240101:1_20240201:1_20240301:1_20240401:1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410002:1_20410102:1_20410202:1_20410302:1_20410402:1_20420002:1_20420102:1_20420202:1_20420302:1_20420402:1_20430002:1_20430102:1_20430202:1_20430302:1_20430402:1_20440002:1_20440102:1_20440202:1_20440302:1_20440402:1_20410003:1_20410103:1_20410203:1_20410303:1_20410403:1_20420003:1_20420103:1_20420203:1_20420303:1_20420403:1_20430003:1_20430103:1_20430203:1_20430303:1_20430403:1_20440003:1_20440103:1_20440203:1_20440303:1_20440403:1_20411001:1_20411101:1_20411201:1_20411301:1_20411401:1_20411501:1_20411601:1_20411701:1_20421001:1_20421101:1_20421201:1_20421301:1_20421401:1_20421501:1_20421601:1_20421701:1_20431001:1_20431101:1_20431201:1_20431301:1_20431401:1_20431501:1_20431601:1_20431701:1_20441001:1_20441101:1_20441201:1_20441301:1_20441401:1_20441501:1_20441601:1_20441701:1,20000000:1,20000000:1
5052706,1,1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20210001:1_20210101:1_20210201:1_20210301:1_20210401:1_20220001:1_20220101:1_20220201:1_20220301:1_20220401:1_20230001:1_20230101:1_20230201:1_20230301:1_20230401:1_20240001:1_20240101:1_20240201:1_20240301:1_20240401:1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410002:1_20410102:1_20410202:1_20410302:1_20410402:1_20420002:1_20420102:1_20420202:1_20420302:1_20420402:1_20430002:1_20430102:1_20430202:1_20430302:1_20430402:1_20440002:1_20440102:1_20440202:1_20440302:1_20440402:1_20410003:1_20410103:1_20410203:1_20410303:1_20410403:1_20420003:1_20420103:1_20420203:1_20420303:1_20420403:1_20430003:1_20430103:1_20430203:1_20430303:1_20430403:1_20440003:1_20440103:1_20440203:1_20440303:1_20440403:1_20411001:1_20411101:1_20411201:1_20411301:1_20411401:1_20411501:1_20411601:1_20411701:1_20421001:1_20421101:1_20421201:1_20421301:1_20421401:1_20421501:1_20421601:1_20421701:1_20431001:1_20431101:1_20431201:1_20431301:1_20431401:1_20431501:1_20431601:1_20431701:1_20441001:1_20441101:1_20441201:1_20441301:1_20441401:1_20441501:1_20441601:1_20441701:1,20000000:1,20000000:1
1052806,1,1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20210001:1_20210101:1_20210201:1_20210301:1_20210401:1_20220001:1_20220101:1_20220201:1_20220301:1_20220401:1_20230001:1_20230101:1_20230201:1_20230301:1_20230401:1_20240001:1_20240101:1_20240201:1_20240301:1_20240401:1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410002:1_20410102:1_20410202:1_20410302:1_20410402:1_20420002:1_20420102:1_20420202:1_20420302:1_20420402:1_20430002:1_20430102:1_20430202:1_20430302:1_20430402:1_20440002:1_20440102:1_20440202:1_20440302:1_20440402:1_20410003:1_20410103:1_20410203:1_20410303:1_20410403:1_20420003:1_20420103:1_20420203:1_20420303:1_20420403:1_20430003:1_20430103:1_20430203:1_20430303:1_20430403:1_20440003:1_20440103:1_20440203:1_20440303:1_20440403:1_20411001:1_20411101:1_20411201:1_20411301:1_20411401:1_20411501:1_20411601:1_20411701:1_20421001:1_20421101:1_20421201:1_20421301:1_20421401:1_20421501:1_20421601:1_20421701:1_20431001:1_20431101:1_20431201:1_20431301:1_20431401:1_20431501:1_20431601:1_20431701:1_20441001:1_20441101:1_20441201:1_20441301:1_20441401:1_20441501:1_20441601:1_20441701:1,20000000:1,20000000:1
2052806,1,1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20210001:1_20210101:1_20210201:1_20210301:1_20210401:1_20220001:1_20220101:1_20220201:1_20220301:1_20220401:1_20230001:1_20230101:1_20230201:1_20230301:1_20230401:1_20240001:1_20240101:1_20240201:1_20240301:1_20240401:1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410002:1_20410102:1_20410202:1_20410302:1_20410402:1_20420002:1_20420102:1_20420202:1_20420302:1_20420402:1_20430002:1_20430102:1_20430202:1_20430302:1_20430402:1_20440002:1_20440102:1_20440202:1_20440302:1_20440402:1_20410003:1_20410103:1_20410203:1_20410303:1_20410403:1_20420003:1_20420103:1_20420203:1_20420303:1_20420403:1_20430003:1_20430103:1_20430203:1_20430303:1_20430403:1_20440003:1_20440103:1_20440203:1_20440303:1_20440403:1_20411001:1_20411101:1_20411201:1_20411301:1_20411401:1_20411501:1_20411601:1_20411701:1_20421001:1_20421101:1_20421201:1_20421301:1_20421401:1_20421501:1_20421601:1_20421701:1_20431001:1_20431101:1_20431201:1_20431301:1_20431401:1_20431501:1_20431601:1_20431701:1_20441001:1_20441101:1_20441201:1_20441301:1_20441401:1_20441501:1_20441601:1_20441701:1,20000000:1,20000000:1
3052806,1,1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20210001:1_20210101:1_20210201:1_20210301:1_20210401:1_20220001:1_20220101:1_20220201:1_20220301:1_20220401:1_20230001:1_20230101:1_20230201:1_20230301:1_20230401:1_20240001:1_20240101:1_20240201:1_20240301:1_20240401:1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410002:1_20410102:1_20410202:1_20410302:1_20410402:1_20420002:1_20420102:1_20420202:1_20420302:1_20420402:1_20430002:1_20430102:1_20430202:1_20430302:1_20430402:1_20440002:1_20440102:1_20440202:1_20440302:1_20440402:1_20410003:1_20410103:1_20410203:1_20410303:1_20410403:1_20420003:1_20420103:1_20420203:1_20420303:1_20420403:1_20430003:1_20430103:1_20430203:1_20430303:1_20430403:1_20440003:1_20440103:1_20440203:1_20440303:1_20440403:1_20411001:1_20411101:1_20411201:1_20411301:1_20411401:1_20411501:1_20411601:1_20411701:1_20421001:1_20421101:1_20421201:1_20421301:1_20421401:1_20421501:1_20421601:1_20421701:1_20431001:1_20431101:1_20431201:1_20431301:1_20431401:1_20431501:1_20431601:1_20431701:1_20441001:1_20441101:1_20441201:1_20441301:1_20441401:1_20441501:1_20441601:1_20441701:1,20000000:1,20000000:1
4052806,1,1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20210001:1_20210101:1_20210201:1_20210301:1_20210401:1_20220001:1_20220101:1_20220201:1_20220301:1_20220401:1_20230001:1_20230101:1_20230201:1_20230301:1_20230401:1_20240001:1_20240101:1_20240201:1_20240301:1_20240401:1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410002:1_20410102:1_20410202:1_20410302:1_20410402:1_20420002:1_20420102:1_20420202:1_20420302:1_20420402:1_20430002:1_20430102:1_20430202:1_20430302:1_20430402:1_20440002:1_20440102:1_20440202:1_20440302:1_20440402:1_20410003:1_20410103:1_20410203:1_20410303:1_20410403:1_20420003:1_20420103:1_20420203:1_20420303:1_20420403:1_20430003:1_20430103:1_20430203:1_20430303:1_20430403:1_20440003:1_20440103:1_20440203:1_20440303:1_20440403:1_20411001:1_20411101:1_20411201:1_20411301:1_20411401:1_20411501:1_20411601:1_20411701:1_20421001:1_20421101:1_20421201:1_20421301:1_20421401:1_20421501:1_20421601:1_20421701:1_20431001:1_20431101:1_20431201:1_20431301:1_20431401:1_20431501:1_20431601:1_20431701:1_20441001:1_20441101:1_20441201:1_20441301:1_20441401:1_20441501:1_20441601:1_20441701:1,20000000:1,20000000:1
5052806,1,1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20210001:1_20210101:1_20210201:1_20210301:1_20210401:1_20220001:1_20220101:1_20220201:1_20220301:1_20220401:1_20230001:1_20230101:1_20230201:1_20230301:1_20230401:1_20240001:1_20240101:1_20240201:1_20240301:1_20240401:1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410002:1_20410102:1_20410202:1_20410302:1_20410402:1_20420002:1_20420102:1_20420202:1_20420302:1_20420402:1_20430002:1_20430102:1_20430202:1_20430302:1_20430402:1_20440002:1_20440102:1_20440202:1_20440302:1_20440402:1_20410003:1_20410103:1_20410203:1_20410303:1_20410403:1_20420003:1_20420103:1_20420203:1_20420303:1_20420403:1_20430003:1_20430103:1_20430203:1_20430303:1_20430403:1_20440003:1_20440103:1_20440203:1_20440303:1_20440403:1_20411001:1_20411101:1_20411201:1_20411301:1_20411401:1_20411501:1_20411601:1_20411701:1_20421001:1_20421101:1_20421201:1_20421301:1_20421401:1_20421501:1_20421601:1_20421701:1_20431001:1_20431101:1_20431201:1_20431301:1_20431401:1_20431501:1_20431601:1_20431701:1_20441001:1_20441101:1_20441201:1_20441301:1_20441401:1_20441501:1_20441601:1_20441701:1,20000000:1,20000000:1
5052906,1,1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20210001:1_20210101:1_20210201:1_20210301:1_20210401:1_20220001:1_20220101:1_20220201:1_20220301:1_20220401:1_20230001:1_20230101:1_20230201:1_20230301:1_20230401:1_20240001:1_20240101:1_20240201:1_20240301:1_20240401:1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410002:1_20410102:1_20410202:1_20410302:1_20410402:1_20420002:1_20420102:1_20420202:1_20420302:1_20420402:1_20430002:1_20430102:1_20430202:1_20430302:1_20430402:1_20440002:1_20440102:1_20440202:1_20440302:1_20440402:1_20410003:1_20410103:1_20410203:1_20410303:1_20410403:1_20420003:1_20420103:1_20420203:1_20420303:1_20420403:1_20430003:1_20430103:1_20430203:1_20430303:1_20430403:1_20440003:1_20440103:1_20440203:1_20440303:1_20440403:1_20411001:1_20411101:1_20411201:1_20411301:1_20411401:1_20411501:1_20411601:1_20411701:1_20421001:1_20421101:1_20421201:1_20421301:1_20421401:1_20421501:1_20421601:1_20421701:1_20431001:1_20431101:1_20431201:1_20431301:1_20431401:1_20431501:1_20431601:1_20431701:1_20441001:1_20441101:1_20441201:1_20441301:1_20441401:1_20441501:1_20441601:1_20441701:1,20000000:1,20000000:1
1053004,1,1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20210001:1_20210101:1_20210201:1_20210301:1_20210401:1_20220001:1_20220101:1_20220201:1_20220301:1_20220401:1_20230001:1_20230101:1_20230201:1_20230301:1_20230401:1_20240001:1_20240101:1_20240201:1_20240301:1_20240401:1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410002:1_20410102:1_20410202:1_20410302:1_20410402:1_20420002:1_20420102:1_20420202:1_20420302:1_20420402:1_20430002:1_20430102:1_20430202:1_20430302:1_20430402:1_20440002:1_20440102:1_20440202:1_20440302:1_20440402:1_20410003:1_20410103:1_20410203:1_20410303:1_20410403:1_20420003:1_20420103:1_20420203:1_20420303:1_20420403:1_20430003:1_20430103:1_20430203:1_20430303:1_20430403:1_20440003:1_20440103:1_20440203:1_20440303:1_20440403:1_20411001:1_20411101:1_20411201:1_20411301:1_20411401:1_20411501:1_20411601:1_20411701:1_20421001:1_20421101:1_20421201:1_20421301:1_20421401:1_20421501:1_20421601:1_20421701:1_20431001:1_20431101:1_20431201:1_20431301:1_20431401:1_20431501:1_20431601:1_20431701:1_20441001:1_20441101:1_20441201:1_20441301:1_20441401:1_20441501:1_20441601:1_20441701:1,20000000:1,20000000:1
2053004,1,1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20210001:1_20210101:1_20210201:1_20210301:1_20210401:1_20220001:1_20220101:1_20220201:1_20220301:1_20220401:1_20230001:1_20230101:1_20230201:1_20230301:1_20230401:1_20240001:1_20240101:1_20240201:1_20240301:1_20240401:1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410002:1_20410102:1_20410202:1_20410302:1_20410402:1_20420002:1_20420102:1_20420202:1_20420302:1_20420402:1_20430002:1_20430102:1_20430202:1_20430302:1_20430402:1_20440002:1_20440102:1_20440202:1_20440302:1_20440402:1_20410003:1_20410103:1_20410203:1_20410303:1_20410403:1_20420003:1_20420103:1_20420203:1_20420303:1_20420403:1_20430003:1_20430103:1_20430203:1_20430303:1_20430403:1_20440003:1_20440103:1_20440203:1_20440303:1_20440403:1_20411001:1_20411101:1_20411201:1_20411301:1_20411401:1_20411501:1_20411601:1_20411701:1_20421001:1_20421101:1_20421201:1_20421301:1_20421401:1_20421501:1_20421601:1_20421701:1_20431001:1_20431101:1_20431201:1_20431301:1_20431401:1_20431501:1_20431601:1_20431701:1_20441001:1_20441101:1_20441201:1_20441301:1_20441401:1_20441501:1_20441601:1_20441701:1,20000000:1,20000000:1
3053004,1,1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20210001:1_20210101:1_20210201:1_20210301:1_20210401:1_20220001:1_20220101:1_20220201:1_20220301:1_20220401:1_20230001:1_20230101:1_20230201:1_20230301:1_20230401:1_20240001:1_20240101:1_20240201:1_20240301:1_20240401:1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410002:1_20410102:1_20410202:1_20410302:1_20410402:1_20420002:1_20420102:1_20420202:1_20420302:1_20420402:1_20430002:1_20430102:1_20430202:1_20430302:1_20430402:1_20440002:1_20440102:1_20440202:1_20440302:1_20440402:1_20410003:1_20410103:1_20410203:1_20410303:1_20410403:1_20420003:1_20420103:1_20420203:1_20420303:1_20420403:1_20430003:1_20430103:1_20430203:1_20430303:1_20430403:1_20440003:1_20440103:1_20440203:1_20440303:1_20440403:1_20411001:1_20411101:1_20411201:1_20411301:1_20411401:1_20411501:1_20411601:1_20411701:1_20421001:1_20421101:1_20421201:1_20421301:1_20421401:1_20421501:1_20421601:1_20421701:1_20431001:1_20431101:1_20431201:1_20431301:1_20431401:1_20431501:1_20431601:1_20431701:1_20441001:1_20441101:1_20441201:1_20441301:1_20441401:1_20441501:1_20441601:1_20441701:1,20000000:1,20000000:1
4053004,1,1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20210001:1_20210101:1_20210201:1_20210301:1_20210401:1_20220001:1_20220101:1_20220201:1_20220301:1_20220401:1_20230001:1_20230101:1_20230201:1_20230301:1_20230401:1_20240001:1_20240101:1_20240201:1_20240301:1_20240401:1,20410001:1_20410101:1_20410201:1_20410301:1_20410401:1_20420001:1_20420101:1_20420201:1_20420301:1_20420401:1_20430001:1_20430101:1_20430201:1_20430301:1_20430401:1_20440001:1_20440101:1_20440201:1_20440301:1_20440401:1_20410002:1_20410102:1_20410202:1_20410302:1_20410402:1_20420002:1_20420102:1_20420202:1_20420302:1_20420402:1_20430002:1_20430102:1_20430202:1_20430302:1_20430402:1_20440002:1_20440102:1_20440202:1_20440302:1_20440402:1_20410003:1_20410103:1_20410203:1_20410303:1_20410403:1_20420003:1_20420103:1_20420203:1_20420303:1_20420403:1_20430003:1_20430103:1_20430203:1_20430303:1_20430403:1_20440003:1_20440103:1_20440203:1_20440303:1_20440403:1_20411001:1_20411101:1_20411201:1_20411301:1_20411401:1_20411501:1_20411601:1_20411701:1_20421001:1_20421101:1_20421201:1_20421301:1_20421401:1_20421501:1_20421601:1_20421701:1_20431001:1_20431101:1_20431201:1_20431301:1_20431401:1_20431501:1_20431601:1_20431701:1_20441001:1_20441101:1_20441201:1_20441301:1_20441401:1_20441501:1_20441601:1_20441701:1,20000000:1,20000000:1
