skillid,type,subtype,color,rare,iconskill,iconlevel,icontarget,isPercent,lv1,lv2,lv3,lv4,lv5,lv6,lv7,lv8,lv9,lv10,lv11,lv12,lv13,lv14,lv15,lv16,lv17,lv18,lv19,lv20,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,val1,val2,val3,val4,val5,val6,val7,val8,val9,val10
20540102,5,11,Colorbar_Gray,2,Speed,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20540202,5,12,Colorbar_Gray,3,Speed,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20540302,5,15,Colorbar_Gray,4,Speed,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20540402,5,18,Colorbar_Gray,5,Speed,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20511002,5,1+9,Colorbar_Gray,6,Speed,2,Supply,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20511102,5,1+9+2,Colorbar_Gray,12,Speed,2,Supply,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20511202,5,1+9+2+3,Colorbar_Gray,20,Speed,2,Supply,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20511302,5,9+2,Colorbar_Gray,10,Speed,2,Supply,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20511402,5,2+3,Colorbar_Gray,14,Speed,2,Supply,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20511502,5,9+2+3,Colorbar_Gray,18,Speed,2,Supply,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20511602,5,3+20,Colorbar_Gray,18,Speed,2,Supply,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20511702,5,9+2+3+20,Colorbar_Gray,28,Speed,2,Supply,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20521002,5,5+7,Colorbar_Gray,6,Speed,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20521102,5,5+7+10,Colorbar_Gray,12,Speed,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20521202,5,5+7+10+14,Colorbar_Gray,20,Speed,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20521302,5,7+10,Colorbar_Gray,10,Speed,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20521402,5,10+14,Colorbar_Gray,14,Speed,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20521502,5,7+10+14,Colorbar_Gray,18,Speed,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20521602,5,14+17,Colorbar_Gray,18,Speed,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20521702,5,7+10+14+17,Colorbar_Gray,28,Speed,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20531002,5,4+8,Colorbar_Gray,6,Speed,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20531102,5,4+8+13,Colorbar_Gray,12,Speed,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20531202,5,4+8+13+16,Colorbar_Gray,20,Speed,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20531302,5,8+13,Colorbar_Gray,10,Speed,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20531402,5,13+16,Colorbar_Gray,14,Speed,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20531502,5,8+13+16,Colorbar_Gray,18,Speed,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20531602,5,16+19,Colorbar_Gray,18,Speed,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20531702,5,8+13+16+19,Colorbar_Gray,28,Speed,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20541002,5,6+11,Colorbar_Gray,6,Speed,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20541102,5,6+11+12,Colorbar_Gray,12,Speed,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20541202,5,6+11+12+15,Colorbar_Gray,20,Speed,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20541302,5,11+12,Colorbar_Gray,10,Speed,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20541402,5,12+15,Colorbar_Gray,14,Speed,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20541502,5,11+12+15,Colorbar_Gray,18,Speed,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20541602,5,15+18,Colorbar_Gray,18,Speed,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20541702,5,11+12+15+18,Colorbar_Gray,28,Speed,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20512002,5,1+2+3+9+20,Colorbar_Gray,45,Speed,2,Supply,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20522002,5,5+7+10+14+17,Colorbar_Gray,45,Speed,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20532002,5,4+8+13+16+19,Colorbar_Gray,45,Speed,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20542002,5,6+11+12+15+18,Colorbar_Gray,45,Speed,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20550002,5,1+4+5+6,Colorbar_Gray,45,Speed,2,T1,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20550102,5,7+8+9+11,Colorbar_Gray,45,Speed,2,T2,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20550202,5,2+10+12+13,Colorbar_Gray,45,Speed,2,T3,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20550302,5,3+14+15+16,Colorbar_Gray,45,Speed,2,T4,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20550402,5,17+18+19+20,Colorbar_Gray,45,Speed,2,T5,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20560002,5,99,Colorbar_Gray,200,Speed,2,Troops,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42300,42301,42302,42303,42304,42305,42306,42307,42308,,750,850,1050,1300,1525,1800,2100,2475,2825,
20510001,5,1,Colorbar_Gray,1,Speed,1,Supply,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20510101,5,9,Colorbar_Gray,2,Speed,1,Supply,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20510201,5,2,Colorbar_Gray,3,Speed,1,Supply,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20510301,5,3,Colorbar_Gray,4,Speed,1,Supply,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20510401,5,20,Colorbar_Gray,5,Speed,1,Supply,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20520001,5,5,Colorbar_Gray,1,Speed,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20520101,5,7,Colorbar_Gray,2,Speed,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20520201,5,10,Colorbar_Gray,3,Speed,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20520301,5,14,Colorbar_Gray,4,Speed,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20520401,5,17,Colorbar_Gray,5,Speed,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20530001,5,4,Colorbar_Gray,1,Speed,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20530101,5,8,Colorbar_Gray,2,Speed,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20530201,5,13,Colorbar_Gray,3,Speed,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20530301,5,16,Colorbar_Gray,4,Speed,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20530401,5,19,Colorbar_Gray,5,Speed,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20540001,5,6,Colorbar_Gray,1,Speed,1,Archers,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20540101,5,11,Colorbar_Gray,2,Speed,1,Archers,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20540201,5,12,Colorbar_Gray,3,Speed,1,Archers,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20540301,5,15,Colorbar_Gray,4,Speed,1,Archers,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20540401,5,18,Colorbar_Gray,5,Speed,1,Archers,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20511001,5,1+9,Colorbar_Gray,6,Speed,1,Supply,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20511101,5,1+9+2,Colorbar_Gray,12,Speed,1,Supply,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20511201,5,1+9+2+3,Colorbar_Gray,20,Speed,1,Supply,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20511301,5,9+2,Colorbar_Gray,10,Speed,1,Supply,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20511401,5,2+3,Colorbar_Gray,14,Speed,1,Supply,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20511501,5,9+2+3,Colorbar_Gray,18,Speed,1,Supply,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20511601,5,3+20,Colorbar_Gray,18,Speed,1,Supply,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20511701,5,9+2+3+20,Colorbar_Gray,28,Speed,1,Supply,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20521001,5,5+7,Colorbar_Gray,6,Speed,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20521101,5,5+7+10,Colorbar_Gray,12,Speed,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20521201,5,5+7+10+14,Colorbar_Gray,20,Speed,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20521301,5,7+10,Colorbar_Gray,10,Speed,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20521401,5,10+14,Colorbar_Gray,14,Speed,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20521501,5,7+10+14,Colorbar_Gray,18,Speed,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20521601,5,14+17,Colorbar_Gray,18,Speed,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20521701,5,7+10+14+17,Colorbar_Gray,28,Speed,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20531001,5,4+8,Colorbar_Gray,6,Speed,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20531101,5,4+8+13,Colorbar_Gray,12,Speed,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20531201,5,4+8+13+16,Colorbar_Gray,20,Speed,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20531301,5,8+13,Colorbar_Gray,10,Speed,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20531401,5,13+16,Colorbar_Gray,14,Speed,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20531501,5,8+13+16,Colorbar_Gray,18,Speed,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20531601,5,16+19,Colorbar_Gray,18,Speed,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20531701,5,8+13+16+19,Colorbar_Gray,28,Speed,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20541001,5,6+11,Colorbar_Gray,6,Speed,1,Archers,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20541101,5,6+11+12,Colorbar_Gray,12,Speed,1,Archers,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20541201,5,6+11+12+15,Colorbar_Gray,20,Speed,1,Archers,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
20541301,5,11+12,Colorbar_Gray,10,Speed,1,Archers,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42300,42301,42302,42303,42304,42305,42306,42307,42308,,150,250,450,700,925,1200,1500,1875,2200,
